"","V1"
"1",0.229967894329679
"2",0.192137144047093
"3",0.270632299985102
"4",0.132154321344903
"5",0.231673444564324
"6",0.173042926139416
"7",0.328608750252632
"8",0.337434873579963
"9",0.524678803539291
"10",0.228859963768074
"11",0.213104399028267
"12",0.21386022566466
"13",0.0975816720549893
"14",0.216899149893619
"15",0.21587700110407
"16",0.255279596910676
"17",0.0878060299615766
"18",0.133729531950962
"19",0.33323818765243
"20",0.0796916926813772
"21",0.180256198233901
"22",0.167994914692996
"23",0.195776606235988
"24",0.217555937448117
"25",0.0835381340999136
"26",0.12078068531765
"27",0.23808583295514
"28",0.116194392198476
"29",0.303461198833812
"30",0.139158480696466
"31",0.0740207393660811
"32",0.206711325437531
"33",0.20571755882584
"34",0.271610152378921
"35",0.152201082331067
"36",0.0805548327819369
"37",0.364702977514504
"38",0.331287329549369
"39",0.225672844031696
"40",0.11923367201075
"41",0.292175683840145
"42",0.108035051635515
"43",0.18662849372239
"44",0.348566536495131
"45",0.151909567580571
"46",0.247732134054122
"47",0.226756753363719
"48",0.237597231912652
"49",0.230218187714625
"50",0.26217929518582
"51",0.149917774637173
"52",0.268691813844134
"53",0.570061496452718
"54",0.255593536791064
"55",0.313773846889032
"56",0.132286161619697
"57",0.167391270573203
"58",0.337745182441564
"59",0.23397757734894
"60",0.14584590480266
"61",0.119462310137059
"62",0.112294282809409
"63",0.220019905336009
"64",0.422921372618618
"65",0.269002492773766
"66",0.359540381258154
"67",0.187535629921421
"68",0.0907509069630204
"69",0.144497879643822
"70",0.20767727562464
"71",0.220658567467327
"72",0.300196810738328
"73",0.173557708207152
"74",0.12983000345399
"75",0.413806031125299
"76",0.0279926976935229
"77",0.112685413858908
"78",0.269169185212788
"79",0.193648346207763
"80",0.298786841972278
"81",0.222676523273665
"82",0.3352614029882
"83",0.395626349640064
"84",0.216067688846649
"85",0.166493114153695
"86",0.156390512061423
"87",0.263037250251967
"88",0.208687345798436
"89",0.134201515871724
"90",0.0705582954966589
"91",0.252014410182469
"92",0.296818811758688
"93",0.0506156756345315
"94",0.43316714076823
"95",0.136910726896832
"96",0.249782866688094
"97",0.135397739867028
"98",0.352901696752956
"99",0.367371567156282
"100",0.166424139493247
