"","Species","Residuals","Intercept","InvClim","PreClim","InvTime"
"1",324.364522100406,2000,2276.68538722698,2708.55240797404,2479.16034733697,1782.94984364839
"2",305.583910917967,2000,2227.81374768084,2897.87595416664,2511.7771638702,1999.71184746837
"3",1520.7887523487,2000,2000,2006.51658780439,1946.78345896184,2000
"4",331.012595190149,2000,2079.17911059649,2736.50148304213,2290.55349989094,1968.20929351049
"5",2000,2000,2000,1864.74293891069,2000,2000
"6",314.090718575271,2000,2255.55187857561,2651.71188522728,2000,1707.38442750324
"7",2000,2000,2000,2000,2274.61339743622,1803.09163897093
"8",915.466737318006,2000,2203.60255294272,1965.68179086111,2819.78382529698,1594.20612507784
"9",924.277519037395,2000,2188.49612857759,2018.57840604862,2404.37704590199,2138.99983080297
"10",872.580327046376,2000,1992.65393426695,2534.90153926361,2662.16822232926,1917.06981647422
"11",348.869247642944,2000.00000000001,2168.23876058587,2513.82804331652,2000,1874.81979648925
"12",2000,2000,2000,2000,1815.79340796178,2000
"13",285.324556148256,2000,2225.31049014854,2763.07121447328,2400.09654633066,1742.99347674463
"14",93.4527399964291,2000,2000,2000,2369.16630134371,1742.31681396598
"15",413.232040887948,2000,1702.71008083897,2714.63689199699,2693.96918460885,2232.75557075464
"16",987.212448378412,2000,2000,2000,1857.0840769766,2275.6543203004
"17",2000,2000,2000,2000,2328.04258412846,1694.91771409126
"18",1102.77929092999,2000,2307.78158604084,1777.74298814991,2178.97309412713,2408.99561081978
"19",368.470404866035,2000,2000,1651.09844624027,2000,2000
"20",272.482740734215,2000,1691.09414938133,2992.44984470882,2281.79188620585,3027.45172299451
"21",70.1138103020104,2000,2000,2000,2303.05653056256,1814.96592161461
"22",555.357676436378,2000,2292.4974954451,2096.88019358875,2000,1821.45163124207
"23",982.835444714587,2000,2139.04340288617,2126.48459194471,2486.44530574998,1847.10135165583
"24",181.10380172868,2000.00000000001,2000,2000,2000,2000
"25",1599.70924326408,2000,2000,2000,2000,2000
"26",97.936003789588,2000,2000,2000,2731.88951670631,2000
"27",1771.52378602201,2000,2000,2015.12142611254,1852.95994820227,2000
"28",351.430783543378,2000,1938.19132269889,2427.38682343551,2227.83017506814,1921.67090831733
"29",396.943533485083,2000,2274.56636759927,2436.79895177695,2000,1832.33749414576
"30",421.513788695998,2000,2000,2732.18699781765,2688.73844938997,2044.57379235465
"31",304.751153743336,2000,2000,2000,2251.04469681705,1387.15737180967
"32",725.593777477964,2000,2263.88726958425,2070.74413900463,2268.22284795286,2202.69881517201
"33",286.510079577094,2000,1690.8575839478,2992.80678161402,2336.30154238334,2796.86434125077
"34",309.221486792982,2000,2079.54727322252,2829.07069629597,2500.07253624297,2057.6578727161
"35",501.88977623491,2000,2164.41413520712,2000,2492.8090973039,1776.3113033922
"36",822.154821208493,2000,2000,2000,2756.73707289816,1867.33254772687
"37",722.995870774967,2000,2220.46911607252,2038.76555858806,2622.65202818014,1652.08467679522
"38",326.735172094672,2000,2031.71055447868,2714.87340099002,2339.08563475877,2116.74733566916
"39",965.332078043092,2000,2000,2385.56122043619,2212.3992910688,2003.0081586117
"40",319.55785170392,2000,1883.5946768324,2598.49922942585,2297.24449319634,1962.43579391828
"41",330.720048523234,2000,2153.00364976141,2643.76319409588,2477.22961595812,1416.39429577401
"42",932.714416435043,2000,2335.66289514914,1954.66316526351,2392.32622203328,2230.2473665458
"43",1029.7004630384,2000,2000,2000,2215.98154379746,2000
"44",1244.46373469577,2000,2376.26123226107,1693.55673162785,2361.02570390358,1883.87243954031
"45",295.066367190415,2000,2278.52484856533,2520.06741029667,2000,1913.53281818851
"46",1028.31166421015,2000.00000000001,2000,2000,2957.13286514914,1757.27697006299
"47",1256.08562772822,2000,1994.06396427253,2000,1861.68576023538,2156.47651111903
"48",595.025732854902,2000,2000,1812.55273719902,2463.03151415152,1567.44830850189
"49",957.775336011386,2000,2000,2000,2050.24362330421,2000
"50",520.975459010152,2000,2211.54251456917,2372.09402139658,2000,1774.58223173752
"51",855.449917260239,2000,2207.54159119071,2000,2828.6852338121,1589.78721833363
"52",355.716181148386,2000,2150.4339936181,2000,1966.54311483837,2005.72855692446
"53",1079.74439393296,2000,2196.22732811416,1830.23191908108,2889.27583684718,1606.50521912718
"54",858.064636376118,2000,2217.66054145168,2277.78687394033,2678.20458549305,2029.6666953459
"55",1097.46752512153,2000,2186.05279376768,1977.87169487917,3157.92843222342,1736.00028953366
"56",491.067009406811,2000,2000,2000,2000,1281.93569564993
"57",806.301249900318,2000,2000,1737.60022720717,2491.74166019747,1597.42067391976
"58",186.489403036086,2000,2000,2000,2259.51033078098,1737.52915991376
"59",718.952317639096,2000,1999.99999999999,1964.01575664017,2747.90526102078,2000
"60",194.396470397492,2000,1450.54747911931,1950.18244747271,2315.9346671242,2369.24284574016
"61",485.769010375472,2000.00000000001,2000,2000,2855.1975383874,1766.99416288481
"62",2000,2000,2000,2000,2344.46472749506,1734.5045667072
"63",1328.65508158054,2000,2187.87739724532,2110.48458662416,3191.44442995541,1900.9799330763
"64",1503.12938151963,2000,1375.34440342917,1869.78823351571,2000,2000.00000000001
"65",89.8422032820305,2000.00000000001,2000,2000,2219.39150974152,2000
"66",474.699084079704,2000,1791.73359604892,1856.44521423392,2358.50586560061,1327.42219961092
"67",426.490110476376,2000,2028.93660617732,2351.15049748067,2314.66002641166,2295.05492020601
"68",880.564858357291,2000,2174.60013379932,2000,2776.7312637791,1655.04530351988
"69",98.6404753677134,2000,2000,2000,2000,2000
"70",913.501915198012,2000,2380.57840342975,2204.72337750917,2742.59720616397,2023.93689439782
"71",1424.65656633223,2000,1189.93404621641,2443.49255940526,2000,2000
"72",855.787361961122,2000,2535.00081315338,2589.52843280693,2763.88061348754,2179.45704447695
"73",315.274036182298,2000,2309.72446336871,2584.63596253516,2475.16126379592,1800.05979703906
"74",315.00354770888,2000,2224.42102774659,2856.39120798453,2502.84848153794,2010.25888399273
"75",877.74691257092,2000,1881.34196683952,2000,2367.88707636993,1637.78777854438
"76",941.251980111149,2000,2143.95451125524,2000,3032.81510400462,1724.45544547786
"77",416.241570737119,2000,2230.09067495663,2535.05599304407,2000,1741.05348637601
"78",1630.91238140392,2000,2000,2000,2171.61539899703,1893.32948631534
"79",202.160031741399,2000,2000,1712.5355899442,2156.16924771683,2146.71649256727
"80",330.279674427508,2000,2274.38227203041,2703.15556319859,2609.00144016818,1936.9576460482
"81",706.787337478927,2000,2193.01699353238,2169.21435819176,2890.03659669977,1597.42133779767
"82",648.692739035619,2000,2216.43641448763,2334.44926276006,2544.31970259142,3746.27178999597
"83",310.133971517822,2000,2204.09305931919,3056.46789905465,2579.54144884576,2159.88572819753
"84",404.454693971606,2000,2000,2000,2776.37409815775,1788.29261740323
"85",1024.84408184174,2000,2211.00986781078,1881.2855939596,1772.00283218117,2452.31247560975
"86",1681.92869259913,2000,2000,2014.61695385576,2378.14670246215,1632.06453335656
"87",375.474177414136,2000,2000,1654.09975106259,2000,1865.35753882597
"88",344.903954122909,2000,2000,1850.0173882626,2181.2442697792,1657.12133853769
"89",2000,2000,2000,2000,2540.80580655072,1939.42197967549
"90",1332.19112966083,2000,2000,2000,2155.66767432499,2000
"91",1421.62693832633,2000,1960.875500477,2000,2172.4115892908,2000
"92",645.029921632104,2000,2035.01025838565,2250.44833255967,2564.16782400017,2045.95040539373
"93",826.510124939282,2000,2000,1817.7944022867,2436.59092834028,1597.56393648818
"94",401.433603794052,2000,1658.28288443459,2669.51260546491,2389.10205741138,2504.70276230469
"95",1686.2673367544,2000,2000,1504.67789862205,2147.09156811067,2000
"96",214.18228345107,2000,1985.75768215884,1753.12889727508,1988.64868809633,2280.1294943634
"97",333.535976460867,2000,2226.61048600713,2449.04281390112,2000,1815.61707797941
"98",530.133319845473,2000,2157.1689928284,2000,2000,1751.32270689565
"99",406.614189379764,2000,2254.3242958983,2321.70397621841,2000,1799.11954156141
"100",1073.54919684325,2000,2153.30480869104,1998.14759311881,2389.82377349182,1705.96034327758
